PLAYER_NAME,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG
Stephen Curry,3PT Field Goal,Above the Break 3,24,-188,153,0
Stephen Curry,3PT Field Goal,Above the Break 3,28,145,243,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,50,272,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,-45,0,0
Stephen Curry,3PT Field Goal,Right Corner 3,24,230,83,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,-43,253,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,174,193,0
Stephen Curry,2PT Field Goal,Restricted Area,1,4,17,1
Stephen Curry,3PT Field Goal,Above the Break 3,32,-32,323,1
Stephen Curry,2PT Field Goal,Mid-Range,15,-153,18,1
Stephen Curry,3PT Field Goal,Left Corner 3,23,-232,-9,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,-185,176,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,49,273,0
Stephen Curry,2PT Field Goal,Restricted Area,1,12,13,1
Stephen Curry,2PT Field Goal,Restricted Area,3,29,9,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,176,215,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,188,190,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,49,262,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,-33,267,1
Stephen Curry,2PT Field Goal,Restricted Area,1,7,8,1
Stephen Curry,2PT Field Goal,Restricted Area,2,22,12,0
Stephen Curry,3PT Field Goal,Above the Break 3,28,49,284,0
Stephen Curry,2PT Field Goal,Mid-Range,19,-121,149,1
Stephen Curry,2PT Field Goal,Mid-Range,19,-47,194,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,-148,214,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,48,1,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,80,257,1
Stephen Curry,2PT Field Goal,Mid-Range,20,93,188,1
Stephen Curry,3PT Field Goal,Left Corner 3,23,-237,-5,1
Stephen Curry,3PT Field Goal,Above the Break 3,30,92,295,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,-137,242,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,96,248,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,-44,262,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,-138,209,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,173,200,1
Stephen Curry,2PT Field Goal,Restricted Area,1,11,11,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,-188,173,1
Stephen Curry,2PT Field Goal,Mid-Range,17,82,155,0
Stephen Curry,2PT Field Goal,Mid-Range,14,-103,100,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,75,247,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,-107,250,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,-159,203,0
Stephen Curry,3PT Field Goal,Above the Break 3,24,5,248,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),9,0,94,1
Stephen Curry,2PT Field Goal,Restricted Area,1,6,11,1
Stephen Curry,3PT Field Goal,Above the Break 3,37,0,374,0
Stephen Curry,3PT Field Goal,Right Corner 3,22,227,22,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,-156,211,1
Stephen Curry,2PT Field Goal,Restricted Area,2,22,13,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,183,183,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),9,15,95,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),10,-43,92,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,174,215,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,66,260,0
Stephen Curry,3PT Field Goal,Above the Break 3,36,-89,358,0
Stephen Curry,3PT Field Goal,Above the Break 3,28,-189,207,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,113,237,0
Stephen Curry,3PT Field Goal,Above the Break 3,28,-146,248,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),5,43,31,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,145,237,0
Stephen Curry,2PT Field Goal,Mid-Range,19,-128,150,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,-32,33,1
Stephen Curry,3PT Field Goal,Above the Break 3,28,-22,288,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),5,43,34,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,-147,236,0
Stephen Curry,3PT Field Goal,Backcourt,48,120,472,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,188,185,1
Stephen Curry,3PT Field Goal,Above the Break 3,29,141,258,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,34,36,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,-123,227,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,32,36,1
Stephen Curry,3PT Field Goal,Above the Break 3,36,203,300,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,210,173,0
Stephen Curry,3PT Field Goal,Above the Break 3,28,150,239,0
Stephen Curry,3PT Field Goal,Left Corner 3,23,-227,61,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,-146,219,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),5,-43,27,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,137,236,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,-118,239,0
Stephen Curry,2PT Field Goal,Mid-Range,17,-92,145,1
Stephen Curry,2PT Field Goal,Restricted Area,2,13,24,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,0,257,1
Stephen Curry,3PT Field Goal,Above the Break 3,24,124,210,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,-217,164,0
Stephen Curry,2PT Field Goal,Restricted Area,3,13,34,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,94,246,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,172,204,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),6,58,16,0
Stephen Curry,2PT Field Goal,Mid-Range,18,-53,180,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,-55,269,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,39,27,1
Stephen Curry,2PT Field Goal,Mid-Range,19,113,157,0
Stephen Curry,2PT Field Goal,Mid-Range,19,114,158,1
Stephen Curry,3PT Field Goal,Above the Break 3,28,-158,236,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,55,262,0
Stephen Curry,3PT Field Goal,Above the Break 3,24,91,231,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,-228,107,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,44,254,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,-131,219,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,232,140,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,-56,256,0
Stephen Curry,2PT Field Goal,Mid-Range,9,92,30,0
Stephen Curry,3PT Field Goal,Left Corner 3,22,-222,26,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,199,161,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,-190,193,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,-157,206,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,212,140,1
Stephen Curry,3PT Field Goal,Above the Break 3,30,-146,271,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),6,43,50,0
Stephen Curry,3PT Field Goal,Above the Break 3,28,110,266,0
Stephen Curry,2PT Field Goal,Restricted Area,2,25,5,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,-205,151,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,126,223,1
Stephen Curry,3PT Field Goal,Above the Break 3,24,-196,153,0
Stephen Curry,2PT Field Goal,Mid-Range,23,197,127,1
Stephen Curry,3PT Field Goal,Above the Break 3,24,6,248,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,109,239,0
Stephen Curry,2PT Field Goal,Mid-Range,12,88,95,1
Stephen Curry,3PT Field Goal,Above the Break 3,24,-232,89,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),9,61,75,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,-85,236,1
Stephen Curry,3PT Field Goal,Above the Break 3,24,206,132,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,-124,222,1
Stephen Curry,2PT Field Goal,Restricted Area,1,1,14,1
Stephen Curry,2PT Field Goal,Restricted Area,2,22,10,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),10,12,105,1
Stephen Curry,3PT Field Goal,Above the Break 3,28,-199,206,1
Stephen Curry,2PT Field Goal,Mid-Range,21,-211,-9,1
Stephen Curry,3PT Field Goal,Above the Break 3,28,-194,208,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,181,176,0
Stephen Curry,2PT Field Goal,Restricted Area,2,27,13,1
Stephen Curry,3PT Field Goal,Above the Break 3,31,12,313,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,40,26,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,102,249,0
Stephen Curry,2PT Field Goal,Mid-Range,21,-125,172,0
Stephen Curry,3PT Field Goal,Above the Break 3,31,-114,291,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,120,236,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,-88,264,1
Stephen Curry,3PT Field Goal,Above the Break 3,24,-186,164,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,36,261,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,5,258,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),5,53,14,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),5,44,24,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,138,242,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,150,236,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,-88,250,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),7,36,61,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,42,260,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,-210,175,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,-206,178,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,45,257,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,159,209,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,-146,228,1
Stephen Curry,2PT Field Goal,Restricted Area,0,7,2,0
Stephen Curry,2PT Field Goal,Restricted Area,2,5,26,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,-67,253,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,235,103,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,-221,127,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,-108,226,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,195,179,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),8,-56,59,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),9,62,66,1
Stephen Curry,2PT Field Goal,Mid-Range,22,203,87,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,96,253,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,54,264,1
Stephen Curry,2PT Field Goal,Restricted Area,2,6,23,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,-48,262,0
Stephen Curry,2PT Field Goal,Mid-Range,16,11,162,0
Stephen Curry,2PT Field Goal,Restricted Area,2,6,21,1
Stephen Curry,3PT Field Goal,Above the Break 3,29,-4,291,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,-38,277,1
Stephen Curry,2PT Field Goal,Mid-Range,16,6,165,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,143,236,1
Stephen Curry,3PT Field Goal,Above the Break 3,28,-164,235,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,-148,221,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),6,-12,67,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,232,96,0
Stephen Curry,3PT Field Goal,Backcourt,81,-208,788,0
Stephen Curry,3PT Field Goal,Left Corner 3,24,-233,77,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),5,-55,11,0
Stephen Curry,3PT Field Goal,Above the Break 3,28,110,266,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,162,210,1
Stephen Curry,2PT Field Goal,Mid-Range,17,-156,68,1
Stephen Curry,3PT Field Goal,Above the Break 3,28,28,288,0
Stephen Curry,3PT Field Goal,Right Corner 3,23,235,26,1
Stephen Curry,2PT Field Goal,Mid-Range,22,97,198,1
Stephen Curry,3PT Field Goal,Above the Break 3,29,77,289,0
Stephen Curry,3PT Field Goal,Above the Break 3,29,60,284,0
Stephen Curry,2PT Field Goal,Restricted Area,0,4,1,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,199,163,0
Stephen Curry,3PT Field Goal,Right Corner 3,24,240,-25,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,-218,132,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,-77,260,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,156,200,1
Stephen Curry,3PT Field Goal,Above the Break 3,24,-125,216,1
Stephen Curry,2PT Field Goal,Mid-Range,14,120,85,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,188,189,0
Stephen Curry,3PT Field Goal,Above the Break 3,24,-222,96,1
Stephen Curry,3PT Field Goal,Above the Break 3,24,-183,167,0
Stephen Curry,3PT Field Goal,Above the Break 3,28,29,279,1
Stephen Curry,2PT Field Goal,Restricted Area,3,13,31,0
Stephen Curry,2PT Field Goal,Restricted Area,2,-22,11,0
Stephen Curry,3PT Field Goal,Above the Break 3,24,-207,122,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,-227,105,0
Stephen Curry,3PT Field Goal,Above the Break 3,34,151,306,1
Stephen Curry,2PT Field Goal,Restricted Area,3,-7,30,0
Stephen Curry,2PT Field Goal,Mid-Range,18,31,183,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,107,239,1
Stephen Curry,2PT Field Goal,Mid-Range,19,-2,195,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),5,-43,32,1
Stephen Curry,3PT Field Goal,Above the Break 3,28,-150,247,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),7,56,43,1
Stephen Curry,3PT Field Goal,Above the Break 3,28,-113,264,0
Stephen Curry,3PT Field Goal,Above the Break 3,29,175,235,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,137,222,0
Stephen Curry,2PT Field Goal,Mid-Range,13,127,47,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,96,263,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,1,257,0
Stephen Curry,2PT Field Goal,Mid-Range,9,-89,-20,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,-210,141,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,-189,184,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,174,211,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,77,261,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,110,251,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),12,-49,110,1
Stephen Curry,2PT Field Goal,Mid-Range,20,145,151,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,-60,246,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),6,17,62,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,-37,24,0
Stephen Curry,3PT Field Goal,Above the Break 3,24,58,241,0
Stephen Curry,3PT Field Goal,Right Corner 3,23,229,28,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,-188,201,0
Stephen Curry,2PT Field Goal,Mid-Range,19,34,193,1
Stephen Curry,3PT Field Goal,Right Corner 3,24,232,84,1
Stephen Curry,2PT Field Goal,Mid-Range,15,-102,118,1
Stephen Curry,2PT Field Goal,Restricted Area,3,26,20,1
Stephen Curry,2PT Field Goal,Mid-Range,11,-94,68,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),5,40,31,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),11,45,110,0
Stephen Curry,3PT Field Goal,Above the Break 3,31,-194,247,0
Stephen Curry,2PT Field Goal,Mid-Range,17,115,137,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,172,217,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),5,34,43,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,174,203,1
Stephen Curry,3PT Field Goal,Above the Break 3,30,137,278,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,-39,263,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,-132,221,0
Stephen Curry,3PT Field Goal,Above the Break 3,28,116,262,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),12,69,110,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,36,256,1
Stephen Curry,2PT Field Goal,Mid-Range,14,125,71,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,-185,209,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),6,-56,25,0
Stephen Curry,3PT Field Goal,Above the Break 3,24,17,245,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,-42,20,0
Stephen Curry,3PT Field Goal,Above the Break 3,29,-27,295,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,11,46,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,-190,202,0
Stephen Curry,3PT Field Goal,Above the Break 3,28,-104,264,1
Stephen Curry,3PT Field Goal,Above the Break 3,28,29,279,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),5,-50,17,0
Stephen Curry,2PT Field Goal,Mid-Range,17,145,105,1
Stephen Curry,2PT Field Goal,Mid-Range,19,-10,196,1
Stephen Curry,3PT Field Goal,Left Corner 3,22,-228,29,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,45,10,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),5,55,9,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),7,50,52,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,-162,204,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,217,159,0
Stephen Curry,3PT Field Goal,Right Corner 3,23,230,22,1
Stephen Curry,3PT Field Goal,Above the Break 3,24,-192,153,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,44,19,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,-44,19,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),9,56,75,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,27,261,1
Stephen Curry,3PT Field Goal,Above the Break 3,29,172,240,0
Stephen Curry,3PT Field Goal,Above the Break 3,24,-48,241,1
Stephen Curry,2PT Field Goal,Mid-Range,13,137,5,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,-81,239,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,-179,179,1
Stephen Curry,2PT Field Goal,Restricted Area,3,23,28,0
Stephen Curry,2PT Field Goal,Mid-Range,19,-138,136,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,-151,232,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,134,231,1
Stephen Curry,3PT Field Goal,Above the Break 3,28,183,216,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),9,58,75,0
Stephen Curry,3PT Field Goal,Above the Break 3,31,13,315,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,217,127,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,33,25,1
Stephen Curry,3PT Field Goal,Above the Break 3,32,-136,291,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,-89,252,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),11,-56,96,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,94,239,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,66,265,0
Stephen Curry,2PT Field Goal,Mid-Range,19,-109,160,1
Stephen Curry,2PT Field Goal,Mid-Range,18,-123,132,0
Stephen Curry,3PT Field Goal,Above the Break 3,30,-22,301,0
Stephen Curry,2PT Field Goal,Mid-Range,18,115,146,1
Stephen Curry,3PT Field Goal,Above the Break 3,30,165,252,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,74,262,0
Stephen Curry,2PT Field Goal,Restricted Area,1,11,0,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,33,255,0
Stephen Curry,3PT Field Goal,Above the Break 3,24,65,240,0
Stephen Curry,2PT Field Goal,Mid-Range,18,-43,176,1
Stephen Curry,2PT Field Goal,Restricted Area,2,-22,4,0
Stephen Curry,3PT Field Goal,Above the Break 3,29,136,266,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,-129,245,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,-89,261,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,-97,248,0
Stephen Curry,3PT Field Goal,Left Corner 3,22,-224,42,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,-87,251,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,196,175,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,-165,215,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,26,32,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,38,22,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,37,17,1
Stephen Curry,2PT Field Goal,Mid-Range,17,64,168,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),5,44,26,1
Stephen Curry,3PT Field Goal,Above the Break 3,28,6,280,0
Stephen Curry,2PT Field Goal,Restricted Area,3,27,22,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,150,224,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,-54,261,0
Stephen Curry,3PT Field Goal,Above the Break 3,24,94,231,1
Stephen Curry,3PT Field Goal,Above the Break 3,28,-5,281,0
Stephen Curry,2PT Field Goal,Restricted Area,1,-13,-4,1
Stephen Curry,3PT Field Goal,Left Corner 3,23,-233,38,1
Stephen Curry,3PT Field Goal,Above the Break 3,32,95,310,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),10,-3,107,1
Stephen Curry,2PT Field Goal,Mid-Range,14,28,141,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,154,211,0
Stephen Curry,2PT Field Goal,Restricted Area,2,1,22,0
Stephen Curry,2PT Field Goal,Restricted Area,0,0,0,0
Stephen Curry,2PT Field Goal,Restricted Area,0,6,6,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,62,247,0
Stephen Curry,3PT Field Goal,Above the Break 3,28,-62,281,0
Stephen Curry,2PT Field Goal,Mid-Range,17,96,142,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),5,12,52,0
Stephen Curry,2PT Field Goal,Mid-Range,18,-134,125,0
Stephen Curry,3PT Field Goal,Left Corner 3,24,-248,4,0
Stephen Curry,3PT Field Goal,Left Corner 3,24,-239,59,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,126,239,0
Stephen Curry,3PT Field Goal,Right Corner 3,22,227,17,1
Stephen Curry,2PT Field Goal,Mid-Range,20,42,196,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,74,270,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,-134,242,0
Stephen Curry,2PT Field Goal,Restricted Area,1,6,11,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,-137,241,1
Stephen Curry,2PT Field Goal,Restricted Area,1,-9,10,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,96,246,0
Stephen Curry,2PT Field Goal,Mid-Range,19,92,171,0
Stephen Curry,3PT Field Goal,Above the Break 3,28,26,281,0
Stephen Curry,2PT Field Goal,Restricted Area,2,4,21,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,15,256,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,20,38,0
Stephen Curry,3PT Field Goal,Right Corner 3,24,232,71,0
Stephen Curry,3PT Field Goal,Right Corner 3,23,239,1,0
Stephen Curry,2PT Field Goal,Mid-Range,16,118,117,0
Stephen Curry,2PT Field Goal,Mid-Range,14,-143,15,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),7,-12,74,0
Stephen Curry,3PT Field Goal,Above the Break 3,28,156,236,1
Stephen Curry,3PT Field Goal,Above the Break 3,31,197,251,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,-119,247,0
Stephen Curry,3PT Field Goal,Above the Break 3,29,-124,267,0
Stephen Curry,2PT Field Goal,Restricted Area,1,12,5,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,80,246,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,150,213,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),10,-10,101,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,122,231,1
Stephen Curry,3PT Field Goal,Above the Break 3,24,168,180,0
Stephen Curry,3PT Field Goal,Above the Break 3,24,-192,151,0
Stephen Curry,2PT Field Goal,Restricted Area,2,18,12,0
Stephen Curry,2PT Field Goal,Mid-Range,15,102,123,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,-99,248,1
Stephen Curry,3PT Field Goal,Above the Break 3,24,221,97,0
Stephen Curry,3PT Field Goal,Right Corner 3,22,225,15,0
Stephen Curry,3PT Field Goal,Above the Break 3,30,-169,259,0
Stephen Curry,3PT Field Goal,Left Corner 3,23,-232,50,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,-167,221,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,191,199,0
Stephen Curry,2PT Field Goal,Mid-Range,13,125,61,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,148,235,1
Stephen Curry,2PT Field Goal,Mid-Range,15,7,157,0
Stephen Curry,3PT Field Goal,Left Corner 3,23,-230,-10,1
Stephen Curry,3PT Field Goal,Right Corner 3,24,234,78,1
Stephen Curry,2PT Field Goal,Mid-Range,17,-28,171,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,42,22,0
Stephen Curry,2PT Field Goal,Mid-Range,18,33,183,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),8,-32,83,1
Stephen Curry,2PT Field Goal,Mid-Range,17,-172,27,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),5,0,50,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,-190,188,1
Stephen Curry,2PT Field Goal,Restricted Area,2,25,-5,0
Stephen Curry,3PT Field Goal,Above the Break 3,31,-205,241,0
Stephen Curry,3PT Field Goal,Above the Break 3,28,-131,253,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),5,-40,33,1
Stephen Curry,2PT Field Goal,Mid-Range,14,147,-1,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,116,244,1
Stephen Curry,3PT Field Goal,Above the Break 3,29,49,294,1
Stephen Curry,2PT Field Goal,Mid-Range,19,-16,191,1
Stephen Curry,2PT Field Goal,Mid-Range,13,-99,85,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,16,46,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,129,215,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),6,-62,20,0
Stephen Curry,3PT Field Goal,Above the Break 3,28,10,289,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),13,-56,123,1
Stephen Curry,3PT Field Goal,Left Corner 3,24,-233,80,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,-127,242,0
Stephen Curry,2PT Field Goal,Mid-Range,19,116,161,0
Stephen Curry,2PT Field Goal,Mid-Range,19,-135,145,1
Stephen Curry,3PT Field Goal,Above the Break 3,32,147,295,0
Stephen Curry,3PT Field Goal,Above the Break 3,24,-170,180,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,-145,221,0
